table,field,ddl_declaration,ddl_not_null,source_path,source_line,manifest_planes,build_disposition,capability,recommended_timing,recommended_owner,recommendation
document.commitment_line,line_no,smallint NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,source_entity_type,text,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,source_entity_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,source_line_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,item_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,item_description,text NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,procurement_type,document.procurement_type_d NOT NULL DEFAULT 'goods',True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,line_type,document.commercial_line_type_d NOT NULL DEFAULT 'noncatalog',True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,commodity_category_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,business_intent_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,classification_decision,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,asset_class_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,uom_code,text NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,quantity,"numeric(18,4) NOT NULL",True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,unit_price,"numeric(18,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,price_unit,"numeric(18,4) NOT NULL DEFAULT 1",True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,currency_code,character(3) NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,net_amount,"numeric(18,4) GENERATED ALWAYS AS (quantity * unit_price / price_unit) STORED",False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_line,tax_amount,"numeric(18,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,withholding_tax_amount,"numeric(18,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,gross_amount,"numeric(18,4) GENERATED ALWAYS AS ( quantity * unit_price / price_unit + tax_amount - withholding_tax_amount ) STORED",False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_line,over_delivery_tolerance,"numeric(7,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,under_delivery_tolerance,"numeric(7,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,tax_group_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,withholding_tax_group_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,to_tax_jurisdiction_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,from_tax_jurisdiction_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,required_by_date,date,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,site_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,warehouse_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,storage_location_code,text,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,ship_to_address_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,bill_to_address_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,bill_from_address_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,ship_from_address_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,remit_to_address_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_line,address_snapshot,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_line,address_snapshot_hash,char(64),False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_line,address_snapshot_captured_at,timestamptz,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_line,address_snapshot_captured_by,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_line,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
document.commitment_line,status,document.commitment_line_status_d NOT NULL DEFAULT 'open',True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_line,status_changed_at,timestamptz,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_line,status_changed_by,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_line,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_line,created_by,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_line,updated_at,timestamptz,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_line,updated_by,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,325,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_release_allocation,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_release_allocation,tenant_id,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_release_allocation,parent_commitment_id,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_release_allocation,parent_line_id,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_release_allocation,release_commitment_id,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_release_allocation,release_line_id,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_release_allocation,allocation_kind,document.release_allocation_kind_d NOT NULL DEFAULT 'release',True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_release_allocation,released_quantity,"numeric(18,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_release_allocation,released_amount,"numeric(18,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_release_allocation,currency_code,character(3) NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_release_allocation,reverses_allocation_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_release_allocation,idempotency_key,text NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_release_allocation,released_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_release_allocation,released_by,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Buyer / order service,"Amounts, schedules, taxes and address snapshots belong to documents; derived values computed."
document.commitment_release_allocation,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,Contract where used / commitment; recalculate on change,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
document.commitment_release_allocation,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.commitment_release_allocation,created_by,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,407,neon,Source definition; verify deployment separately,Commitment and commercial terms,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice,tenant_id,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice,company_code_id,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,code,text NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,name,text NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,invoice_source,document.purchase_invoice_source_d NOT NULL DEFAULT 'po_based',True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,invoice_type,document.purchase_invoice_type_d NOT NULL DEFAULT 'standard',True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,direction,document.purchase_invoice_direction_d NOT NULL DEFAULT 'payable',True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,supplier_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,commitment_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,supplier_invoice_number,text,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,supplier_invoice_date,date,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,posting_date,date NOT NULL DEFAULT CURRENT_DATE,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,received_date,date NOT NULL DEFAULT CURRENT_DATE,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,baseline_date,date,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,due_date,date,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,tax_mode,document.tax_mode_d NOT NULL DEFAULT 'exclusive',True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,match_type,document.invoice_match_type_d NOT NULL DEFAULT 'three_way',True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,match_status,document.invoice_match_status_d NOT NULL DEFAULT 'unmatched',True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
document.purchase_invoice,currency_code,character(3) NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,base_currency_code,character(3) NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,exchange_rate,"numeric(18,10)",False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,fx_rate_snapshot,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice,net_amount,"numeric(18,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,tax_amount,"numeric(18,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,withholding_tax_amount,"numeric(18,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,retention_amount,"numeric(18,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,advance_deduction_amount,"numeric(18,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,payable_amount,"numeric(18,4) GENERATED ALWAYS AS ( net_amount + tax_amount - withholding_tax_amount - retention_amount - advance_deduction_amount ) STORED",False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice,paid_amount,"numeric(18,4) NOT NULL DEFAULT 0",True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
document.purchase_invoice,outstanding_amount,"numeric(18,4) GENERATED ALWAYS AS ( net_amount + tax_amount - withholding_tax_amount - retention_amount - advance_deduction_amount - paid_amount ) STORED",False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
